곡 세부 장르 리스트,발매일,앨범 명,앨범 ID,아티스트 ID 리스트,곡 제목,곡 장르 리스트,아티스트 리스트,곡 ID,대분류str,index,tags
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20170206,SF9 First Mini Album `Burning Sensation`,10036162,[1183574],Shut Up N` Lemme Go,"['GN2500', 'GN0200']",['SF9'],689361,GN2500 GN0200,689361.0,SF9_전곡듣기 SF9 풀앨범 전곡재생 에스에프나인 전곡듣기 전곡아이돌 신나는
"['GN2502', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20180820,UP10TION 2018 SPECIAL PHOTO EDITION,10195671,[894825],All Night Long,"['GN2500', 'GN0200']",['업텐션 (UP10TION)'],376131,GN2500 GN0200,376131.0,기분전환 신나는신나는신나는감성 가을드라이브 신나는기분전환 신나는기분전환 신나는댄스 신나는기분전환 신나는여름 아이돌 청량 신나는드라이브 신나는기분전환 드라이브드라이브 기분전환감성 신나는댄스 신나는
"['GN2502', 'GN0104', 'GN2501', 'GN0101', 'GN2505']",20010809,2001 God Live Concert,1059362,[100007],왜,"['GN2500', 'GN0100']",['god'],577843,GN2500 GN0100,577843.0,발라드god힐링 휴식 스트레스
"['GN0205', 'GN2501', 'GN2506', 'GN0201']",20170501,199X,10059017,[1703266],바라기,"['GN2500', 'GN0200']","['트리플 H (현아, 펜타곤 (후이, 이던))']",222866,GN2500 GN0200,222866.0,아이돌 댄스 운동 드라이브 국내 기분전환아이돌 인생곡 발라드
"['GN2502', 'GN0105', 'GN2501', 'GN0101', 'GN2505']",20170106,ROMANCE,10028959,[945262],I`m Fine,"['GN2500', 'GN0100']",['브로맨스 (VROMANCE)'],130232,GN2500 GN0100,130232.0,무무 힐링음악명곡 당신이_몰랐던명곡 꼭한번다시 띵곡 리슨 아이돌카페음악 매장음악 알앤비 목소리 발라드 드라이브 연애 힐링 기분전환 사랑추억 사랑 설렘 회상분위기 카페 잔잔한 추억 드라이브 위로 기분전환 사랑 이별잔잔한노래 일할때애절 슬픔 눈물 슬픈발라드댄스 발라드 알앤비추천 블락비 BBC 좋은노래 플레이리스트 노래 BlockB듣기좋은 비가오는날엔 노래들짝사랑 가을 발라드 감수성 새벽 쓸쓸 감성 이별발라드겨울 휴식 잔잔한 눈 발라드 고요한 12월 크리스마스
"['GN2503', 'GN1501', 'GN2501', 'GN2506', 'GN0201', 'GN1504']",20171010,20세기 소년소녀 OST Part.2,10100475,[982876],일기 (2001 Remix.ver),"['GN2500', 'GN1500', 'GN0200']",['구구단 (gugudan)'],674461,GN2500 GN1500 GN0200,674461.0,최신댄스 신나는노래 댄스 매장 매장에서듣기좋은노래달달한 데이트 OST 국내드라마 설렘 사랑 연애권장송최신댄스 헬스장에서듣기좋은노래 빠른노래 헬스장 체지방운동할때 운동할때듣는빠른노래 최신댄스 댄스 헬스장 헬스장에서듣기좋은노래 체지방스트레스 설렘 사랑걸그룹 신나는 아이돌 최신곡 철지난헬스 매장 운동 댄스 추억 드라이브 기분전환신곡 가요 믿고듣는 드라이브 기분전환 최신 트렌디구구단_오구오구 풀앨범 구구단 전곡듣기 구구단_전곡듣기 세정발라드 RnB OST Drama 드라마 소울케이시 쌈마이웨이 사랑최신댄스 댄스 매장 까페에서 매장에서 스트레스 까페
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20190923,Feel Special,10331167,[905701],TRICK IT,"['GN2500', 'GN0200']",['TWICE (트와이스)'],432346,GN2500 GN0200,432346.0,드라이브 신이나기분전환 드라이브 신나는노래전곡듣기 트와이스 상시업뎃미세먼지 겨울 아이돌탐구생활 아이돌 드라이브 플레이리스트 여행 기분전환 청량감 신나는드라이브 시원kpop girlgroup RnB OST soul IDOL boyband balladCH1 원스로_가는_길 트와이스 원스트와이스_전곡재생 트와이스_전곡듣기전곡듣기 TWICE 걸그룹 트와이스 원스감성 가을kpop 트와이스
"['GN0401', 'GN2503', 'GN2501', 'GN0402']",20200214,Dark Side of the Moon,10388489,[756529],ILJIDO,"['GN0400', 'GN2500']",['문별 (마마무)'],479764,GN0400 GN2500,479764.0,아이돌 인디음악 트로트 팝송 사무실 스트레스 동요kpop 감성 MAMAMOO 마마무 걸그룹 잔잔한 드라이브 여행 신나는랩퍼 마마무 걸그룹 아이돌 문별 문별이 실력파 설렘술집 술자리솔로 MAMAMOO 마마무 걸그룹 화사 솔라 문별 휘인 여가수 음색깡패감성 RnB 리듬 Pop 휴식 리드미컬
"['GN0105', 'GN2505', 'GN2501', 'GN0101', 'GN2503']",20180905,몰랐니 - The 1st Single Album,10201272,[2296946],쉼표 (Fermata),"['GN2500', 'GN0100']",['소녀시대-Oh!GG'],638871,GN2500 GN0100,638871.0,SM엔터테인먼트 SM SMTOWN사무실 팝송 동요 아이돌 트로트갓소시 GG 소시 소녀시대소녀시대OhGG 소녀포레스트 여행 프랑스 소녀시대 SMCCCLAB 리얼리티 GirlsGeneration 쉼표숨은명곡 나만알고싶은 아이돌숨은명곡 걸그룹 숨겨진명곡 숨은띵곡 수록곡추천 소녀시대 수록곡 나만알고싶은음악아무거나감성 가을 발라드 발라드곡 잔잔한 낙엽 띵곡 아이돌숨은명곡 수록곡휴식 우울 힘들때 공감 위로 힐링 스트레스 위로의노래 지친 편안한록메탈 장르파괴 여러장르 옴니버스 장르무관 랩힙합 장르불문 JPOP 다양한장르 아이돌보이그룹노래 걸그룹 아이돌 걸그룹댄스곡 아이돌의숨은명곡 보이그룹 아이돌명곡댄스뮤직 걸그룹 트와이스 여자아이돌 블랙핑크휴식 잔잔한 감성 기분전환 사랑 아픔 이별감성 잔잔한 부르기좋은 노래 휴식 기분전환 여자 사랑 노래방오늘의추천곡숨은명곡 수록곡에프엑스 수록곡 소녀시대 SM 레드벨벳 여자아이돌소녀시대 SM 제시카우울할때 힘든하루 수험생 위로 청춘위로 위로가되는음악되는게없을때 감성 새벽 인생이힘들때 눈물날때 답답할때 살기싫을때 인생 청춘걸그룹 타이틀 댄스 girlgroup 수록곡kpop 숨은명곡 걸그룹 드라이브 상큼 기분전환 댄스 신나는아이돌 dance RnB 나만알고있는 발라드 명곡 보이그룹 댄스 ballad 걸그룹재현 엔시티의나잇나잇 nct 재디 쟌디 엔나나 쟈니힘들때 목표 자극 지칠때 힐링 공부
"['GN0105', 'GN0101', 'GN2505', 'GN2503', 'GN1501', 'GN2501', 'GN1504']",20111025,포세이돈 OST Part.4,2024546,[454903],꿈이라고 생각해,"['GN2500', 'GN1500', 'GN0100']",['허가윤 (4minute)'],330017,GN2500 GN1500 GN0100,330017.0,배우 캐릭터 기억 추억 OST 노래 드라마 인생댄스
"['GN2503', 'GN0205', 'GN2501', 'GN2506', 'GN0201']",20200217,BLOOM*IZ,10389281,[2398653],OPEN YOUR EYES,"['GN2500', 'GN0200']",['IZ*ONE (아이즈원)'],74282,GN2500 GN0200,74282.0,kpop 아이돌음악 걸그룹 아이돌그룹 아이돌차트 아이돌 걸그룹 추억 케이팝 최신노래 2020년 트렌드 보이그룹아이돌 팝 됩니다 인디 업데이트프로듀스101_시즌2 프로듀스_101 프로듀스X101 프로듀스48숨은명곡 댄스 아이돌의숨은명곡 여돌 아이돌 수록곡 남자아이돌의 스트레스 여자아이돌 신나는아이즈원 걸그룹 프듀48 프로듀스48 IZONE아이돌숨은명곡 아이돌 띵곡 나만알수없는곡 수록곡 귀호강아이즈원_전곡재생 아이즈원 노래2월 추천곡 1월 3월 2020년 기분전환 띵곡 최신곡
"['GN2502', 'GN2501', 'GN0303', 'GN2504', 'GN0301']",20150514,TRESPASS,2318539,[791216],솔직히 말할까 (Narr.다솜 Of 씨스타) (Honestly),"['GN2500', 'GN0300']",['몬스타엑스'],346454,GN2500 GN0300,346454.0,날 날씨 음악 오후비오는날 잔잔한너를만난날 크리스마스 선물 가장소중한드라이브 까페남자아이돌 아이돌 댄스댄스 스트레스 신나는힐링 휴식 설렘 사랑숨은명곡 아이돌 좋은노래 기분전환 남돌 숨겨진 아이돌의숨은명곡 수록곡 잘모르는노래 수록곡모음힙합 랩기분전환 설렘 사랑아이돌 남돌 신나는잔잔한 밤 새벽힐링 휴식 기분전환힙합 랩달콤 달달 연애 고백 사랑 꽁냥꽁냥kpop 한강 아이돌 운동 드라이브 기분전환 즐거운 노래방 친구 신나는띵곡 수록곡위주 명곡 분위기 아이돌개빡치네 개귀찮네기분전환 운동몬스타엑스 자작연말 캐롤느낌KPop 크리스마스잔잔한 밤 새벽힙합 댄스 우울한 기분전환 쓸쓸한일상속 아무생각없음슬픔 밤 이별 새벽아이돌의숨은명곡 아이돌 댄스 발라드댄스모넥 몬베베 몬스타엑스 모내기 셔누 몬애기 굼베베가을감성 이별 차분해지고싶을때 혼자있을때듣기좋은노래감성노래 비 아이돌새벽사랑 밤 설렘 새벽아이돌수록곡 아이돌의숨은명곡돌 노래추천 아이돌노래돌 아이돌숨은명곡 댄스 아이돌의숨은명곡 여돌 아이돌 수록곡 남자아이돌의 스트레스 여자아이돌 신나는가을 까페비오는날스토리웨이 코레일유통 고막터질것같아 전북대학교 첫번째앨범 스토리웨이DJ 마케팅학회꾼 유아인2기남자아이돌 수록곡 보이그룹추억 매장음악 회상기분전환기분전환 잔잔한힐링 휴식 기분전환슬픔 밤 이별 새벽힙합 랩힙합 아이돌듀엣힐링 휴식 기분전환기분전환 까페댄스매장음악 까페남자아이돌 수록곡추천 띵곡 수록곡 신나는달달한노래 봄힐링 휴식 기분전환명곡 가을휴식 가을 잔잔한 감성 사랑 이별달달 이제_봄 설렘 사랑설렘 까페 사랑스트레스 기분전환힐링 휴식 기분전환슬픔 밤 이별 새벽댄스휴식 힐링 스트레스보석같은노래 숨은명곡 수록곡 아이돌여름 아이돌 명곡 숨은보석 기분전환 띵곡스트레스 기분전환댄스 몬스타엑스 아이돌
"['GN2502', 'GN2501', 'GN0101', 'GN2505']",20140410,The Origin,2250447,[476181],Julia (Inst.),"['GN2500', 'GN0100']",['인피니트'],287713,GN2500 GN0100,287713.0,기분전환 운동인피니트힐링 휴식 기분전환
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20110329,Like A Virgin,1227551,[177726],Like A Virgin (Feat. 코타 Of SunnyHill),"['GN0500', 'GN2600']",['로맨틱 카우치'],188626,GN0500 GN2600,188626.0,휴일 아이돌 댄스 기분전환 스트레스 신나는락듀엣 솔로 김이나 그룹 작사 작사가댄스락일렉댄스댄스운동 설렘 사랑김이나일렉댄스
"['GN2601', 'GN2603']",20100812,Eastern Cloud,998566,[210686],Eastern Cloud (Original),['GN2600'],['Postino'],565507,GN2600,565507.0,스트레스 기분전환여행 드라이브 산책새벽 밤 설렘 사랑잔잔한 유니크 새벽사랑 밤 설렘 새벽소울 알앤비잔잔한 새벽밤새벽 드라이브 상시업뎃힐링 휴식 잔잔한일렉트로니카비오는날 힐링 휴식락비오는날 우산 감성 장마 소나기 흐린날 빗소리 센치한 비춤 혼자 방 살랑살랑 드라이브 기분전환 흔들흔들 트렌디 일렉트로닉힐링 휴식 기분전환비오는날 감성 분위기 카페 소나기
"['GN2601', 'GN2603', 'GN2602']",20041125,Clazziquai Project Remix `ZBAM`,43611,[107725],Come To Me (Mellotron Remix / Radio Edit),['GN2600'],['클래지콰이'],187090,GN2600,187090.0,휴식 힐링 드라이브댄스힐링 휴식 기분전환발라드
"['GN2601', 'GN2603', 'GN2602']",20090511,Tom N Toms Coffee Break,559552,"[177521, 413041]",에스프레소 (Espresso),['GN2600'],"['하우스룰즈 (House Rulez)', '엔느']",679747,GN2600,679747.0,가을 까페감성 충전힐링 휴식 잔잔한여름 여행 산책발라드발라드힙합 랩기분좋은 짝사랑 봄 달달한 연인 설레임 연애 고백 데이트 썸발라드발라드기분전환잔잔한새벽 추억 밤 회상인디발라드여름기분전환 드라이브발라드락힐링 휴식까페 잔잔한electronica 일렉트로니카 M에센셜 일렉락기분전환락락일렉
['GN2601'],20120328,The Sign,2100811,[163738],Trail,['GN2600'],['Potlatch'],510203,GN2600,510203.0,힙합 랩
"['GN2601', 'GN0501', 'GN2602', 'GN0504', 'GN0509']",20101217,Cosmos,1107353,[512521],Chrome,"['GN0500', 'GN2600']",['Radiophonics'],316664,GN0500 GN2600,316664.0,일렉힐링 휴식 밤 새벽
"['GN2601', 'GN2602']",20191021,INSTANT,10341558,[916309],WHAT DO YOU KNOW ABOUT ME,['GN2600'],['YUNHWAY'],298143,GN2600,298143.0,느낌있는 운동 취향저격 감각적인 칠뮤직 차안 기분전환 유니크 리드미컬 트렌디헬스 러닝 분위기깡패 운동 다이어트 라이딩 그루브 기분전환 트렌디 힙스터여름 기분전환 봄감각적 집콕Summer 여름 Pop힙합 한국힙합 국힙힙합 고등래퍼3 상반기 하반기 연말결산 알앤비 국내힙합 쇼미더머니8 timeoff 2019힙합 랩 jm 스윙스 IM 인디고 키드밀리 기타무사시 한요한힐링 휴식 기분전환 힐링이필요해비트좋은 감성힙합 느낌있는 스웩 분위기 드라이브 기분전환 유니크 리드미컬 트렌디힙합 랩 국내힙합 국내 트렌디 국힙 띵곡모음힙합 매장음악 인디음악 리듬감 드라이브 기분전환힙합 트렌디유니크한 봄 운동 드라이브 여행 차안 일상 느낌있는 트렌디 신나는힙합 여성보컬 여성래퍼 세련된힙합 감성 싱잉랩 랩 띵곡 기분전환 명반 국힙힙합 인디음악 리듬감 기분전환 스트레스 신나는힙합 잔잔한감성 느낌있는 여자가수 목소리 분위기 그루브 보컬 소울 알엔비 음색깡패감성힙합 느낌있는 펍 국내힙합 그루브 힙한 비트 유니크 트렌디 국힙힙합 트렌디 매장음악 RnB 드라이브 국내힙합 timeoff 기분전환 비트 그루브Groovy Chill
"['GN2601', 'GN2602']",20030415,Lounge Mix Mac Vol.11 (N.E.W. Sound Experience),31388,[100063],Again,['GN2600'],['스페이스 에이'],273114,GN2600,273114.0,발라드기분전환 드라이브댄스댄스밤 새벽기분전환 운동댄스발라드추억 회상기분전환 운동댄스이별 슬픈 발라드기분전환 설렘 사랑추억 기분전환 회상클럽 운동댄스발라드겨울 추억 회상발라드발라드드라이브 설렘 사랑댄스발라드발라드발라드
['GN2601'],20190529,열공뮤직 Middle School 2,10291331,"[829932, 1273586]",광합성 (과학),['GN2600'],"['Halo', '한규리']",625918,GN2600,625918.0,자연현상 날씨 기상 자연 계절
"['GN2601', 'GN2602']",20160323,Crush,2674619,[897167],Crush,['GN2600'],['Critical Punch'],550556,GN2600,550556.0,불금 클럽 스트레스 일렉휘트니스 스트레스 운동할때듣는음악 반팔 운동스트레스 드라이브여름 드라이브클럽 기분전환클럽 스트레스체중감량 헬스 러닝 운동드라이브 운동스트레스 매장음악운동 일렉 기분전환 연휴 신나는여행 운동 산책헬스 헬스음악 강추위 운동 다이어트 후끈 신나는클럽 매장음악클럽 매장음악드라이브 운동기분전환 운동매장음악 운동클럽 스트레스스트레스 기분전환스포츠 달리기 운동매장음악클럽 스트레스클럽 드라이브매장음악 까페여행 연휴 운동다이어트 스트레스 헬스음악 운동헬스 운동 다이어트 에너지 일렉 스트레스 신나는여행 스트레스 산책피트니스 운동일렉뮤직스트레스 운동partymusic매장음악 운동주말 드라이브 상쾌한 여행 맑은 불금 기분전환 금요일클럽 스트레스여름 클럽 에어컨 신나는매장음악 운동스트레스 운동
"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20200218,LUCID,10389615,[1183362],Photograph (feat. 가은 (GA EUN)),"['GN0500', 'GN2600']",['JIDA (지다)'],212071,GN0500 GN2600,212071.0,아이돌 인디음악 트로트 팝송 사무실 스트레스 동요모아듣기 2월신곡 2020 새로움감성 멜로디감성 분위기 치명적인 깊은밤에 몽환적인 팝 세련된침대 감성 새벽감성힙합 알앤비힙합 알앤비휴식 카페 주말 잔잔한 오후 나른한 감성 침대 Chill
"['GN2601', 'GN2602']",20140508,Put `Em Up!,2255065,"[726564, 772849]",Put `Em Up! (Original Mix),['GN2600'],"['Y.U.P', 'Instant Party!']",132148,GN2600,132148.0,클럽클럽 드라이브클럽 기분전환기분전환일렉클럽일렉힙합 랩기분전환클럽 운동할때 운동 하우스파티 크로스핏 파티음악 기분전환 홈파티 하우스 웨이트드라이브 기분전환일렉
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20151023,ground part 1,2646394,[32221],만월,"['GN0500', 'GN2600']",['캐스커'],212602,GN0500 GN2600,212602.0,힐링 휴식 까페여름 신나는 페스티벌 여름밤감성 인디음악 가창력 노래 기분전환 인디감성 가을 고독 새벽 명상 몽환 고요 팝일렉트로니카 Club EDM electronica 한국DJ Featival전자음악썸 여름 인디 여름밤
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20121129,SPARKLE,2168569,[61280],SUGAR DADDY (with Soundkim),"['GN0500', 'GN2600']",['HUS (허밍어반스테레오)'],429590,GN0500 GN2600,429590.0,electronica 일렉트로니카 M에센셜 일렉일렉트로니카 비트 댄스 명곡 일렉 국내 기분전환 파티 에센셜 신나는설렘 사랑여행 사랑 설렘 산책인디음악추천 어쿠스틱 잔잔한 인디음악 감각적인 감성 기분전환 인디 개성있는기분전환 밤 새벽휴식드라이브 매장음악일렉트로니카 흥 들썩들썩 EDM 불금 클럽 국내EDM 내적댄스 DJ
['GN2601'],20120411,Mix & Match,2108689,[444601],Phantom World,['GN2600'],['DJ HighWay'],96158,GN2600,96158.0,클럽 기분전환
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20171025,HISTORY,10105595,[204153],Olympus,"['GN0500', 'GN2600']",['센티멘탈 시너리 (Sentimental Scenery)'],635672,GN0500 GN2600,635672.0,무중력 몽롱 밤 새벽 잠재의식 우주 몽환 무의식 여행
"['GN2601', 'GN2602']",20170427,Alone,10058593,[915514],Let`s Get It (Feat. Dok2) (wan9u Remix),['GN2600'],['1Piece'],332900,GN2600,332900.0,만화주제가 애니 OST 애니메이션 만화 어린이 주제가 동요gonzo Thunderground YOUNG Dok2 도끼 일리네어 Notorious Movement Illionaire 78
